;Web ID;Region;Reported Date;Reported Year;Reported Month;Number Dead;Minimum Estimated Number of Missing;Total Dead and Missing;Number of Survivors;Number of Females;Number of Males;Number of Children;Cause of Death;Location Description;Information Source;Location Coordinates;Migration Route;URL;UNSD Geographical Grouping;Source Quality
0;52758.0;Europe;December 31, 2019;2019.0;Dec;2.0;;2;;;;;Fell;Unspecified location, Bosnia and Herzegovina;Ministry of Internal Affairs of the Una-Sana Canton;44.162208777872, 19.204954533721;Western Balkans;;Southern Europe;5.0
1;52757.0;Europe;December 31, 2019;2019.0;Dec;3.0;;3;;;;;Vehicle accident;Unspecified location, Bosnia and Herzegovina;Ministry of Internal Affairs of the Una-Sana Canton;44.163960197629, 19.199461369658;Western Balkans;;Uncategorized;5.0
2;52756.0;Europe;December 31, 2019;2019.0;Dec;1.0;;1;;;;;Drowning;Unspecified location, Bosnia and Herzegovina;Ministry of Internal Affairs of the Una-Sana Canton;44.210945440680, 19.023558588857;Western Balkans;;Southern Europe;5.0
3;52858.0;Europe;December 28, 2019;2019.0;Dec;5.0;;5;;;;;Drowning;Unspecified location in the Evros/Meriç river, Evros region, Greece;Forensic Laboratory of Alexandroupolis Hospital via efsyn;40.910459471231, 26.256949499334;;http://bit.ly/31trGCU;Southern Europe;1.0
4;52660.0;Europe;December 23, 2019;2019.0;Dec;2.0;4.0;6;9.0;3.0;3.0;2.0;Drowning;Danube River near Karavukovo, Serbia, near border with Croatia;IOM Serbia;45.492211859695, 19.093471134766;Western Balkans;http://bit.ly/2Qzo6Sx;Southern Europe;4.0
5;52674.0;Europe;December 22, 2019;2019.0;Dec;1.0;;1;;1.0;;;Unknown;Between Kirki and Alexandroupolis, Evros Region, Greece;Eidiseis;40.906817440243, 25.840116946924;;https://bit.ly/37uUxIx;Southern Europe;1.0
6;52675.0;Europe;December 18, 2019;2019.0;Dec;1.0;;1;;;1.0;;Drowning;Isonzo river, between Gradisca and Sagrado, Italy;il Giornale;45.881492295409, 13.494343026794;;https://bit.ly/39COseW;Southern Europe;1.0
7;52659.0;Europe;December 17, 2019;2019.0;Dec;1.0;;1;;;1.0;;Hit by vehicle;E42 motorway near Vaulx, Belgium;Sudinfo, VivreIci;50.597638474288, 3.445888463321;;http://bit.ly/2rK0vGv, http://bit.ly/35cTziK;Western Europe;3.0
8;52655.0;Europe;December 11, 2019;2019.0;Dec;1.0;;1;;;1.0;;Electrocution on railway;Train tracks in Serbia near Croatian border after leaving from Sid Reception Center;IOM Serbia;45.139406472359, 19.179559008154;Western Balkans;http://bit.ly/38PwYvP;Southern Europe;4.0
9;52647.0;Europe;December 08, 2019;2019.0;Dec;2.0;;2;;2.0;;;Hypothermia;Evros region, Greece: two bodies found near Evros/Meriç river in the village of Gemisti;VICE, AP;40.962742400000, 26.331763700000;;http://bit.ly/36ohFIb, https://bit.ly/38soudM, https://bit.ly/2RGNnwl;Southern Europe;3.0
10;52646.0;Europe;December 08, 2019;2019.0;Dec;4.0;;4;;;4.0;;Hypothermia;Evros region, Greece: four bodies found near Korimvos, Greece;VICE, AP;41.353333400000, 26.197478000000;;http://bit.ly/36ohFIb, https://bit.ly/38soudM, https://bit.ly/2RGNnwl;Southern Europe;3.0
11;52636.0;Europe;November 28, 2019;2019.0;Nov;2.0;;2;;;;;Vehicle accident;Ljubljana-Koper motorway, near the town of Vrhnika, Slovenia;Slovenian Police via IOM Slovenia, Total Slovenia News, L'Avenir, L'Orient-Le Jour;45.967034400000, 14.298533000000;Western Balkans;http://bit.ly/2LqJ04q, https://bit.ly/2L59hoU, https://bit.ly/2rCDncq;Southern Europe;5.0
12;52628.0;Europe;November 23, 2019;2019.0;Nov;1.0;;1;;;1.0;;Unknown;Remains recovered in Mega Dereio, Evros region, Greece;e-evros.gr;41.244376100000, 26.135943100000;;http://bit.ly/2OSh1vC;Southern Europe;1.0
13;52611.0;Europe;November 16, 2019;2019.0;Nov;1.0;;1;;;1.0;;Hit by train;Train tracks near Soufli, Evros region, Greece;Ekathimerini;41.195121100000, 26.299143100000;;http://bit.ly/2ptUHjh;Southern Europe;3.0
14;52604.0;Europe;November 11, 2019;2019.0;Nov;;4.0;4;6.0;;;;Drowning;Danube river, near Apatin, Serbia - on border with Croatia;ANSA, EFE;46.308380700000, 18.929394000000;Western Balkans;http://bit.ly/2CD91Jg, http://bit.ly/33DSQHf;Southern Europe;3.0
15;52530.0;Europe;November 07, 2019;2019.0;Nov;1.0;;1;;;1.0;;Hypothermia and exhaustion;Found in the woods near Ilirska Bistrica but died in front of the Ilirska Bistrica police station, Inner Carniola, Slovenia;Ministry of Internal Affairs Slovenia, MMC RTV SLO;45.571704200000, 14.244041000000;Western Balkans;https://bit.ly/2O4hxpF;Southern Europe;5.0
16;52521.0;Europe;November 03, 2019;2019.0;Nov;1.0;;1;;;1.0;;Vehicle Accident;Egnatia-Odos highway, near Thessaloniki, Greece;IOM Greece;40.691931200000, 22.945088800000;;https://bit.ly/2NfAmah;Southern Europe;4.0
17;52526.0;Europe;October 31, 2019;2019.0;Oct;2.0;;2;;;2.0;;Drowning;Kolpa/Kupa river, near Vukovci, Slovenia, near border with Croatia;STA, AP;45.430483866762, 15.228263662522;Western Balkans;https://bit.ly/2NoD6Cj, https://abcn.ws/2qtd73O;Southern Europe;3.0
18;52511.0;Europe;October 23, 2019;2019.0;Oct;39.0;;39;;8.0;31.0;3.0;Suffocation;Inside a lorry container parked at Waterglade Industrial Park, Eastern Avenue, Grays, Essex, England, UK;Essex Police;51.478385361096, 0.268362365616;;http://bit.ly/2P7CItk, https://www.bbc.com/news/uk-england-essex-50350481;Western Europe;5.0
19;52496.0;Europe;October 14, 2019;2019.0;Oct;2.0;;2;;;2.0;1.0;Drowning;Bodies recovered on Le Touquet, Pas-de-Calais, France;Franceinfo, Le Monde;50.524419783820, 1.556037455696;Western Balkans;http://bit.ly/2pm5ZW8, http://bit.ly/32kxFt6;Western Europe;3.0
20;52501.0;Europe;October 12, 2019;2019.0;Oct;1.0;;1;;;1.0;1.0;Electrocution on railway;Died in the hospital in Gevgelija, North Macedonia - after being found severely injured on 1 October 2019 near the railway station in Gevgelija;IOM North Macedonia, Ministry of Interior of North Macedonia;41.144483100000, 22.505657100000;Western Balkans;;Southern Europe;5.0
21;52489.0;Europe;October 09, 2019;2019.0;Oct;3.0;;3;12.0;;1.0;;Vehicle Accident;Road near Areti, 40km northeast of Thessaloniki, Greece;IOM Greece, Ekathimerini;40.740769378941, 23.256371964803;;http://bit.ly/2VsDDpg;Southern Europe;4.0
22;52506.0;Europe;October 09, 2019;2019.0;Oct;1.0;;1;;;1.0;;Unknown;Body found inside abandoned camp trailer in Osmanagići, municipality of Cazin, Una-Sana canton, Bosnia and Herzegovina;Are You Syrious?, Dnevni avaz, Pogled, Ministry of Internal Affairs of Una-Sana Canton;44.983290637426, 15.945828464803;Western Balkans;http://bit.ly/2BzntkL, http://bit.ly/2Jf75ue, http://bit.ly/2MHLyMV;Southern Europe;4.0
23;52505.0;Europe;October 05, 2019;2019.0;Oct;1.0;;1;10.0;;1.0;;Shot;Vranjska, municipality of Bileća, Republika Srpska, Bosnia and Herzegovina - near border with Montenegro;Are You Syrious?, klix.ba, Novilist, Ministry of Internal Affairs of Una-Sana Canton;42.870541415874, 18.442932530849;Western Balkans;http://bit.ly/2BzntkL, http://bit.ly/2MHG5FT, http://bit.ly/2Pb0moP;Southern Europe;4.0
24;52468.0;Europe;October 01, 2019;2019.0;Oct;2.0;;2;;;2.0;;Drowning;Lake Sot, near Šid, Voivodina, Serbia - near border with Croatia;IOM Serbia, Telegraf;45.158752305501, 19.339737369364;Western Balkans;http://bit.ly/2mYdFNG;Southern Europe;4.0
25;52504.0;Europe;September 30, 2019;2019.0;Sep;1.0;;1;;;1.0;;Drowning;Korana river, near Crnaja, municipality of Cazin, Una-Sana canton, Bosnia and Herzegovina;Are You Syrious?, klix.ba, Ministry of Internal Affairs of Una-Sana Canton;45.048654280100, 15.753442809707;Western Balkans;http://bit.ly/2BzntkL, http://bit.ly/2JbONtt;Southern Europe;4.0
26;52606.0;Europe;September 30, 2019;2019.0;Sep;1.0;;1;1.0;;1.0;1.0;Suffocation;Body found inside truck parked in Nea Selefkia, Igumenitsa, Greece - truck was going to board ferry bound for Italy;Eidiseis.gr, 902.gr;39.524573100000, 20.257347000000;;http://bit.ly/350nTxb, http://bit.ly/2ObEtU3;Southern Europe;3.0
27;52446.0;Europe;September 19, 2019;2019.0;Sep;1.0;;1;;;1.0;;Hit by train;Train tracks near Gradsko, North Macedonia;AP;41.579840271918, 21.945251077734;Western Balkans;https://bit.ly/2m9NfHN;Southern Europe;1.0
28;52425.0;Europe;September 12, 2019;2019.0;Sep;1.0;;1;8.0;;;;Vehicle Accident;Egnatia highway, near Komotini, Greece;Ekathimerini, Voria, IOM Greece;41.094866935213, 25.406005057255;;http://bit.ly/2mkfdAX, http://bit.ly/2lY1sYc;Southern Europe;4.0
29;52000.0;Europe;September 07, 2019;2019.0;Sep;1.0;;1;;;1.0;;Head injury;Body recovered in Dora river, near Bardonecchia, Piamonte, Italy;Il Corriere de la Sera, La Reppublica;45.079408592493, 6.700213388391;Italy to France;http://bit.ly/2lDG4ro, http://bit.ly/2m7kCv2;Southern Europe;3.0
30;51977.0;Europe;August 26, 2019;2019.0;Aug;6.0;;6;10.0;;6.0;;Vehicle Accident;Near Loutra, Alexandroupoli, Greece;IOM Greece;40.862794800000, 26.033687200000;;https://bit.ly/2Zh7d6c;Southern Europe;4.0
31;51968.0;Europe;August 25, 2019;2019.0;Aug;1.0;;1;11.0;1.0;;;Vehicle Accident;Kupa River, near Slatina Pokupska, Croatia;Police Administration Sisak-Moslavina County, Croatian National Radio Television (HRT) via IOM Croatia;45.482029519751, 16.004001166565;Western Balkans;https://bit.ly/329RlQd, https://bit.ly/2ZvA5ad, https://bit.ly/2ZdvD0x;Southern Europe;4.0
32;51967.0;Europe;August 23, 2019;2019.0;Aug;1.0;;1;13.0;;1.0;;Vehicle Accident;Near Negotino, North Macedonia, on the highway from Gevgelija to Skopje;IOM North Macedonia;41.502661204569, 22.090889878296;Western Balkans;https://bit.ly/2ZqSRvi;Southern Europe;4.0
33;52672.0;Europe;August 20, 2019;2019.0;Aug;;1.0;1;21.0;;;;Drowning;River Drina, between Serbia and Bosnia and Herzegovina, close to Banja Koviljača;Watch the Med, Ministry of Internal Affairs of Una-Sana Canton;44.521422308521, 19.156523182932;Western Balkans;http://watchthemed.net/index.php/reports/view/1269;Southern Europe;4.0
34;51964.0;Europe;August 18, 2019;2019.0;Aug;1.0;;1;;;1.0;;Presumed drowning;Body recovered near Zeebrugge Port, Belgium;Ouest France;51.355731038751, 3.116213492969;Calais to United Kingdom;https://bit.ly/2P9mnWJ, https://bit.ly/31TlbIr, https://bit.ly/2TKfwSj, https://bit.ly/32687PU, https://bit.ly/2pZgKy, https://bit.ly/2KwDhdc;Uncategorized;3.0
35;51948.0;Europe;August 09, 2019;2019.0;Aug;;1.0;1;19.0;1.0;;;Drowning;In the English Channel en route to coast of Kent, England;IOM UK;50.985813319746, 1.263302548438;;https://bbc.in/301GdnG, https://bit.ly/2Z7GOXy;Uncategorized;3.0
36;52581.0;Europe;August 02, 2019;2019.0;Aug;2.0;;2;;;2.0;;Suffocation;Mordovia, Russia;Mixed Migration Monitoring Mechanism Initiative (4Mi);54.071498000000, 42.733796000000;;http://www.mixedmigration.org/4mi/;Eastern Europe;2.0
37;52580.0;Europe;August 02, 2019;2019.0;Aug;4.0;;4;;;4.0;;;North Karelia, Finland;Mixed Migration Monitoring Mechanism Initiative (4Mi);62.544340000000, 31.007590000000;;http://www.mixedmigration.org/4mi/;Northern Europe;2.0
38;51910.0;Europe;July 31, 2019;2019.0;Jul;1.0;;1;;;;;Hit by train;Train tracks near Bihac, Bosnia and Herzegovina;AP, ANSA;44.819532705347, 15.886675625029;Western Balkans;https://nyti.ms/2LVDTLC, http://bit.ly/2KcuRHZ;Southern Europe;4.0
39;51909.0;Europe;July 31, 2019;2019.0;Jul;1.0;;1;;;1.0;;Violence;Velika Kladuša, Bosnia and Herzegovina, near border with Croatia;AP, ANSA;45.188659376355, 15.792659899916;Western Balkans;https://nyti.ms/2LVDTLC, http://bit.ly/2KcuRHZ;Southern Europe;4.0
40;51892.0;Europe;July 28, 2019;2019.0;Jul;1.0;;1;;;1.0;;Drowning;Evros/Meriç river, near Aristino, Greece;E-Evros;40.840002243105, 26.215655703007;;http://bit.ly/2SNfCYT;Southern Europe;1.0
41;51881.0;Europe;July 20, 2019;2019.0;Jul;1.0;;1;;;1.0;;Hit by train;Train tracks along the railway line Thessaloniki-Alexandroupolis, near Xanthi, Greece;Refugee Support Aegean, Efsyn;40.640062900000, 22.944419100000;;http://bit.ly/2M3Czp7, http://bit.ly/2Lw8NKc;Southern Europe;4.0
42;51830.0;Europe;July 06, 2019;2019.0;Jul;1.0;;1;7.0;;1.0;;Fell from truck;A29 motorway, near the Hellegatsplein junction, The Netherlands;Calais Migrant Solidarity, NOS, Hart van Nederland;51.708842167962, 4.396572521430;;http://bit.ly/2XPgn8K, http://bit.ly/2xL1CoR, http://bit.ly/2KaXMMD;Western Europe;4.0
43;51923.0;Europe;July 06, 2019;2019.0;Jul;1.0;;1;2.0;;1.0;;Drowning;Off the coast of Malo-les-Bains, near Dunkerque, Grand-Synthe, France;Calais Migrant Solidarity, La Voix du Nord;51.051900837879, 2.399199796303;;http://bit.ly/2KaXMMD, http://bit.ly/2yvJOOH;Western Europe;4.0
44;51816.0;Europe;June 30, 2019;2019.0;Jun;1.0;;1;;;1.0;;Plane stowaway;Garden in Offerton Road, Clapham, London, UK - fell from landing gear of an inbound Kenya Airways flight to Heathrow Airport;Metropolitan Police, The New York Times;51.463784260180, -0.157933543286;;http://bit.ly/2KQlWh7, https://bbc.in/2J91tC4, https://nyti.ms/2xrzMOe, http://bit.ly/2O3lUBz;Western Europe;5.0
45;51815.0;Europe;June 21, 2019;2019.0;Jun;1.0;;1;;;1.0;;Hit by train;Train tracks near the town of Demir Kapija, train line Gevgelija-Skopje, North Macedonia;IOM Skopje, North Macedonia Ministry of Interior;41.421913300000, 22.254896900000;Western Balkans;;Southern Europe;5.0
46;51851.0;Europe;June 17, 2019;2019.0;Jun;1.0;;1;;;1.0;;Drowning;Kolpa/Kupa river, near Breg, Črnomelj, Slovenia;Slovenian Police via IOM Slovenia, 24ur.com;45.445807569624, 15.129590885306;Western Balkans;http://bit.ly/2Kif8Hq;Southern Europe;5.0
47;51758.0;Europe;June 12, 2019;2019.0;Jun;1.0;;1;;;1.0;;Drowning;Una river, near Cazin, Una-Sana Canton, Bosnia and Herzegovina;N1, UNHCR;44.905913352022, 15.956558922158;Western Balkans;http://bit.ly/2KRMVYv, http://bit.ly/2ZvBkmg;Southern Europe;4.0
48;51907.0;Europe;June 12, 2019;2019.0;Jun;1.0;;1;;;1.0;;Drowning;Kolpa/Kupa river, near Vukovci, Črnomelj, Slovenia;IOM Slovenia, UNHCR, 24ur.com;45.428570424356, 15.227211399631;Western Balkans;http://bit.ly/2Yrs8Di;Southern Europe;4.0
49;51709.0;Europe;May 21, 2019;2019.0;May;3.0;;3;1.0;;3.0;1.0;Suffocation;Inside truck in Futog, Novi Sad, Serbia;IOM Serbia, Novosti, Blic;45.241936600000, 19.715950200000;Western Balkans;http://bit.ly/2JW19al, http://bit.ly/2M2cQz2;Southern Europe;4.0
50;51708.0;Europe;May 20, 2019;2019.0;May;1.0;;1;;;1.0;;Hit by vehicle;A16 motorway, near Guemps, Pas-de-Calais, France - en route to Dunkerque;Le Parisien, La Voix du Nord;50.932952900000, 2.001427300000;Calais to United Kingdom;http://bit.ly/2Qivcds, http://bit.ly/2ErEcbB;Western Europe;3.0
51;51834.0;Europe;May 12, 2019;2019.0;May;1.0;;1;;;1.0;;Drowning;Evros/Meriç river, near Didymoteicho, Greece;UNHCR, Thrakinea;41.327261927730, 26.509923237185;;http://www.thrakinea.gr/archives/139368;Southern Europe;4.0
52;52750.0;Europe;May 10, 2019;2019.0;May;3.0;;3;;;3.0;;Burned;Bodies found inside abandoned facility of the former Bratstvo printing house, Gornje Prekounje, Bihac, Bosnia and Herzegovina;UNHCR, Blic, Ministry of Internal Affairs of Una-Sana Canton;44.811812617339, 15.879408028074;Western Balkans;http://bit.ly/30gRsrW;Southern Europe;4.0
53;51669.0;Europe;May 01, 2019;2019.0;May;1.0;;1;;;1.0;;Drowning;River Kupa/Kolpa in Žakanje county, Croatia;Police directorate Karlovac, KaPortal;45.613822608504, 15.307654498503;Western Balkans;http://bit.ly/2vOZ73T, http://bit.ly/2LlNb3Y;Southern Europe;5.0
54;51598.0;Europe;March 31, 2019;2019.0;Mar;1.0;;1;;;1.0;;Fall into a mountain crevice;Forest area north of Javornik, north-west of Plitvice lakes, Croatia;Police Directorate of Lika Senj, HGSS (Croatian mountain rescue service), Novi list, Lika online;44.983703900000, 15.476410700000;Western Balkans;http://bit.ly/2YN6OVc, http://bit.ly/2uDzdiJ, http://bit.ly/2FP0Vzz, http://bit.ly/2U8TXhI, http://bit.ly/2WSZTIm;Southern Europe;5.0
55;51597.0;Europe;March 31, 2019;2019.0;Mar;1.0;;1;14.0;;1.0;;Fall from vehicle;Along Udovo-Demir Kapija road, near Vodisirska river, North Macedonia;North Macedonia Ministry of Interior via IOM Skopje;41.420003176858, 22.222123150364;Western Balkans;;Southern Europe;5.0
56;51678.0;Europe;March 29, 2019;2019.0;Mar;1.0;;1;;;;;Drowning;Evros River, near Feres, Greece;Hellenic Police via UNHCR;40.880966337291, 26.221849980838;;;Southern Europe;5.0
57;51630.0;Europe;March 24, 2019;2019.0;Mar;1.0;;1;;;1.0;;Drowning;Evros River, near Feres, Greece;E-Evros;40.886871122341, 26.249464612210;;https://bit.ly/2Gah8PN;Southern Europe;1.0
58;52748.0;Europe;March 10, 2019;2019.0;Mar;1.0;;1;;;;1.0;Drowning;Drina river, near the Croatia-Serbia-Bosnia and Herzegovina border;No Name Kitchen via Balkan Insight, Are you Syrious?, Ministry of Internal Affairs of Una-Sana Canton;44.887482347969, 19.361060496678;Western Balkans;http://bit.ly/2T07YbV, http://bit.ly/2VZylRn;Western Europe;4.0
59;51529.0;Europe;March 08, 2019;2019.0;Mar;1.0;;1;;;1.0;;Suffocation;Body found inside truck in Port of Calais, Pas-de-Calais, France;Le Parisien, Ouest-France, La Voix du Nord, Calais Migrant Solidarity;50.971622839886, 1.858666925932;Calais to United Kingdom;http://bit.ly/2u0VqXR, http://bit.ly/2UzcO1g, http://bit.ly/2HnEWBV, http://bit.ly/2CR3wHl;Western Europe;4.0
60;51528.0;Europe;March 08, 2019;2019.0;Mar;1.0;;1;1.0;;1.0;;Electrocution on railway;Train tracks near Šid, Serbia;Šid Border Police via IOM Serbia;45.122436600000, 19.220929400000;Western Balkans;;Southern Europe;5.0
61;51507.0;Europe;February 24, 2019;2019.0;Feb;2.0;;2;;;2.0;;Drowning;Mreznica river, Karlovac, Croatia;ANSA Med, Vijesti;45.258959762239, 15.406393712910;Western Balkans;http://bit.ly/2GNOUfo, http://bit.ly/2XgKQJw, https://bit.ly/2tFM837;Southern Europe;3.0
62;51463.0;Europe;February 08, 2019;2019.0;Feb;1.0;;1;;;1.0;;Hypothermia;Vodni dol forest area, south of Pasjak/Rupa border crossing, Croatia;Police Administration Primorje-Gorski kotar County, TV Istria, N1 news portal, Net.hr news portal, Vijesti.hr news portal;45.440507100000, 14.194309800000;Western Balkans;https://bit.ly/2E2WBf0, https://bit.ly/2SI5nY, https://bit.ly/2TJzs6I, https://bit.ly/2DDbraX, https://bit.ly/2SETUbM;Southern Europe;5.0
63;51461.0;Europe;February 07, 2019;2019.0;Feb;1.0;;1;;;1.0;;Hypothermia;Highway RN 94 between Briançon and Montgenèvre, near Val-des-Près, Hautes-Alpes, France;Ouest-France, La Provence;44.920683173838, 6.673599624343;Italy to France;https://bit.ly/2SwKkb0, https://bit.ly/2GuEPDe, https://bit.ly/2TBu0Tz;Western Europe;3.0
64;51459.0;Europe;February 05, 2019;2019.0;Feb;1.0;;1;1.0;;1.0;;Fire;Building in Prijedorska street, Sarajevo, Bosnia and Herzegovina;Europa Press;43.845373700000, 18.369193500000;Western Balkans;https://bit.ly/2Ddj2MW;Southern Europe;1.0
65;51493.0;Europe;February 03, 2019;2019.0;Feb;1.0;;1;;;1.0;;Hit by vehicle;Velika Kladuša, Una-Sana, Bosnia and Herzegovi;El Dario, Ministry of Internal Affairs of Una-Sana Canton;45.183837300000, 15.806545400000;Western Balkans;https://bit.ly/2GT8uWZ;Southern Europe;4.0
66;51891.0;Europe;February 01, 2019;2019.0;Feb;;4.0;4;8.0;3.0;;3.0;Drowning;Evros/Meriç river, Greece-Turkey border;Arab News, Ekathimerini;40.943359494525, 26.346705112284;;https://bit.ly/2D8JdEE, https://bit.ly/2Sb57S3;Southern Europe;3.0
67;48309.0;Europe;January 11, 2019;2019.0;Jan;1.0;;1;;;1.0;;Hit by vehicle;Highway 515 near Blainville-sur-Orne, between Caen and Ouistreham, Normandie, France;Tendance Ouest, Ouest France;49.232567558821, -0.290652339042;;https://bit.ly/2ALUUR6, https://bit.ly/2SRzWr1;Western Europe;3.0
68;48085.0;Europe;December 25, 2018;2018.0;Dec;1.0;;1;;;1.0;;Vehicle Accident;Between Via Flaminia and Via Conca, Ancona, Marche, Italy;Corriere della Sera, Il Manifesto;43.609902506139, 13.456590016544;;https://bit.ly/2sep4Yx, https://bit.ly/2Few3Zg;Southern Europe;3.0
69;48066.0;Europe;December 19, 2018;2018.0;Dec;1.0;;1;;;1.0;;Electrocution on railway;Inside a railroad wagon near Sid, province of Vojvodina, Serbia;IOM Serbia, Srbija Danas;45.121869068460, 19.213236824545;Western Balkans;https://bit.ly/2QCkSAF;Southern Europe;4.0
70;46146.0;Europe;December 13, 2018;2018.0;Dec;3.0;;3;;;3.0;;Vehicle Accident;Egnatia Odos highway near Keramoti, Kavala, Greece;IOM Greece, Ekathimerini;40.989655000000, 24.630244000000;;https://bit.ly/2LocOO7;Southern Europe;4.0
71;49268.0;Europe;December 01, 2018;2018.0;Dec;1.0;;1;;;1.0;;Hypothermia;Near Adasevci, Serbia, 15km from the Croatian border;UNHCR;45.081655670171, 19.196530946899;Western Balkans;http://www.trackpersia.com/lost-life-iranian-pedram-safari-left-freeze-death/;Southern Europe;4.0
72;46115.0;Europe;November 30, 2018;2018.0;Nov;1.0;;1;;;1.0;;Drowning;Dobra river, between Lipa and Protulipa villages, southwest of Karlovac, Croatia;Police Administration Karlovac County via IOM Croatia, Croatian National Radio Television (HRT), KaPortal.hr, Radio Mrežnica, Cropix;45.408498000000, 15.391822000000;Western Balkans;https://bit.ly/2BI7HVu, https://bit.ly/2FXaNtb, https://bit.ly/2AIxXgM, https://bit.ly/2Q7tFKy;Southern Europe;5.0
73;46105.0;Europe;November 28, 2018;2018.0;Nov;1.0;;1;8.0;;;;Vehicle Accident;Egnatia Odos highway, near Kavala, Greece;IOM Greece, Ethnos, Ekathimerini;40.954982000000, 24.386152000000;;https://bit.ly/2TUioLW, https://bit.ly/2DQ7qla;Southern Europe;4.0
74;46104.0;Europe;November 27, 2018;2018.0;Nov;;1.0;1;5.0;;1.0;;Presumed drowning;Reka river, Ilirska Bistrica district, Slovenia;Ministry of Internal Affairs Slovenia, Sta;45.565971000000, 14.234048000000;Western Balkans;https://bit.ly/2zudNrl;Southern Europe;5.0
75;46103.0;Europe;November 27, 2018;2018.0;Nov;4.0;;4;;;4.0;;Hit by train;Train tracks near Fylakas, between Alexandroupolis and Komotini, Greece, at the border with Turkey;IOM Greece, Ekathimerini, AFP;41.051762000000, 25.475700000000;;https://bit.ly/2DQ7qla, https://bit.ly/2PYVOmR;Southern Europe;4.0
76;46083.0;Europe;November 18, 2018;2018.0;Nov;1.0;;1;;;1.0;;Hit by vehicle;Body found underneath a bus at the Eurotunnel terminal in Folkestone, Kent, UK;BBC;51.095487806190, 1.120740941664;;https://bbc.in/2BgnzOS, https://bit.ly/2qTcTzL, https://bit.ly/2UBpggn;Western Europe;3.0
77;46099.0;Europe;November 14, 2018;2018.0;Nov;1.0;;1;;;1.0;;Sickness and lack of access to medicines;Hospital in Belgrade, died from injuries sustained during journey to Serbia;UNHCR;44.765773000000, 20.467632000000;Western Balkans;https://bit.ly/2PWNQL4;Southern Europe;4.0
78;46074.0;Europe;November 12, 2018;2018.0;Nov;1.0;;1;9.0;1.0;;;Vehicle Accident;Egnatia Odos (A2) motorway, outside Thessaloniki, Greece;IOM Greece;40.706812500000, 23.191562500000;Western Balkans;https://bit.ly/2K1Flbs;Southern Europe;4.0
79;46077.0;Europe;November 11, 2018;2018.0;Nov;1.0;;1;;;1.0;;Presumed drowning;Drina river, near Roćević, Bosnia and Herzegovina - Serbia border;UNHCR, IOM Serbia;44.522738789151, 19.151800033374;Western Balkans;https://bit.ly/2QTY8Il;Southern Europe;4.0
80;46067.0;Europe;November 10, 2018;2018.0;Nov;1.0;;1;27.0;;1.0;1.0;Vehicle Accident;Vrasna interchange between Egnatia Odos (A2) and Thessaloniki-Kavala National Highway, near Thessaloniki, Greece;IOM Greece;40.739954570559, 23.016855162231;Western Balkans;https://bit.ly/2B1FXv3, https://bit.ly/2Pp3K0r;Southern Europe;4.0
81;46144.0;Europe;November 05, 2018;2018.0;Nov;1.0;;1;;;1.0;;Hit by vehicle;On Egnatia Motorway in Igoumenitsa, Greece;IOM Greece, MSF Greece;39.488630000000, 20.280311000000;;https://bit.ly/2E6TFP5;Southern Europe;4.0
82;46075.0;Europe;November 01, 2018;2018.0;Nov;;1.0;1;;;1.0;;Presumed drowning;Drina river, near Roćević, Bosnia and Herzegovina - Serbia border;UNHCR, IOM Serbia;44.522662295480, 19.152572509570;Western Balkans;https://bit.ly/2QTY8Il;Southern Europe;4.0
83;46046.0;Europe;October 25, 2018;2018.0;Oct;1.0;2.0;3;;1.0;;2.0;Presumed drowning;Evros River, near Orestiada, Greece;IOM Greece, Ekathimerini;41.507704846227, 26.598028237012;;https://bit.ly/2PEVed3;Southern Europe;3.0
84;46045.0;Europe;October 25, 2018;2018.0;Oct;1.0;;1;;;1.0;;Hit by train;Near Lutros, Alexandroupolis, Greece;IOM Greece, Evros 24;40.880611200000, 26.045885000000;;https://bit.ly/2Ry5SzJ;Southern Europe;3.0
85;45978.0;Europe;October 13, 2018;2018.0;Oct;11.0;;11;;;;;Vehicle Accident;Kavala - Afrioni beach road, Sarakina, Greece;IOM Greece;40.946035470324, 24.432263735596;Western Balkans;https://bit.ly/2pTT5vR;Southern Europe;4.0
86;45974.0;Europe;October 10, 2018;2018.0;Oct;3.0;;3;;3.0;;1.0;Murdered;Bodies recovered near Evros/Meriç river, east of Didymoteicho, Greece;AP, Ekathimerini, BBC;41.339916614722, 26.519326470020;;https://bit.ly/2C8miKI, https://bit.ly/2pU6Quw, https://bbc.in/2AaYjJr;Southern Europe;3.0
87;45969.0;Europe;October 03, 2018;2018.0;Oct;1.0;;1;;;1.0;;Exhaustion;Forest near Siva Reka, Bulgaria, near border with Greece;Bulgarian Interior Ministry, IOM Bulgaria;41.743599816322, 26.063311471875;Western Balkans;https://bit.ly/2NpNBlH;Southern Europe;5.0
88;45946.0;Europe;September 23, 2018;2018.0;Sep;1.0;;1;2.0;;1.0;;Drowning;Port of Calais, Pas-de-Calais, France;Ouest France, Nord Littoral. Express;50.970998507163, 1.850203957581;Western Balkans;https://bit.ly/2Q9tppN, https://bit.ly/2DIbRA7, https://bit.ly/2ObT4Rw, https://bit.ly/2OMusz3;Western Europe;3.0
